case_id,customer_id,officer_id,step_name,action,timestamp,loan_amount_sanctioned,collateral_value,collateral_type,product_type,customer_segment,credit_score_bureau,emi_to_income_ratio,customer_age,employment_type,loan_tenor_months,ltv_ratio,mandate_status,kyc_status,sanctions_screening,risk_grade,notes
SPL-006,CUST-2406,OFF004,Post-Disbursement Quality Audit,completed,2025-01-08T15:40:00,850000,1050000,Property,Secured Personal Loan - Salaried,Regular,695,52,36,Salaried,60,81.0,Set,Verified,No,B,"Verified and approved as per policy. FABRICATED WORKFLOW DETECTED: All notes identical ""Verified and approved as per policy"" suggesting copy-paste without actual review."
SPL-007,CUST-2407,OFF002,Application Received and Registration,completed,2025-01-07T09:30:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,,,B,Standard loan application received. Customer profile looks good with decent credit score.
SPL-007,CUST-2407,OFF002,Initial Screening and Data Capture,completed,2025-01-07T10:12:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,,,B,Initial screening shows all basic eligibility criteria met. Proceeding to detailed verification.
SPL-007,CUST-2407,OFF002,Customer KYC and AML Verification,completed,2025-01-07T11:05:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,KYC completed using Aadhaar eKYC and PAN verification. AML screening clear. No sanctions list matches.
SPL-007,CUST-2407,OFF002,Document Collection and Verification,completed,2025-01-07T13:28:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,All salary documents collected: 3 months salary slips, 6 months bank statements, employment letter. Property title documents collected and appear in order.
SPL-007,CUST-2407,OFF002,Credit Bureau Check,completed,2025-01-07T14:45:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,CIBIL report obtained. Credit score 742 which is good. One instance of 30 DPD on credit card 18 months ago but otherwise clean history.
SPL-007,CUST-2407,OFF002,Income and Employment Verification,completed,2025-01-07T15:52:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Employment confirmed with employer HR. Current tenure 2.5 years. Total work experience 8 years. Monthly salary 96000.
SPL-007,CUST-2407,OFF002,Collateral Valuation and Verification,completed,2025-01-08T10:25:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Property valuation by empaneled valuer. Residential property in good locality. Market value assessed at 800000. LTV 77.5%.
SPL-007,CUST-2407,OFF002,Credit Risk Assessment and Scoring,completed,2025-01-08T11:38:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Risk assessment done. Risk Grade B assigned. Medium risk acceptable. EMI to income ratio 41% is well within limits.
SPL-007,CUST-2407,OFF002,Loan Structuring and Pricing,completed,2025-01-08T13:15:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Loan structure: 60 months tenor, 11.8% interest rate. EMI calculated at 13850 per month.
SPL-007,CUST-2407,OFF002,Credit Approval (Level 1 - Branch Manager),approved,2025-01-08T14:30:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Branch Manager approval granted. Loan amount within authority limits. All conditions satisfied.
SPL-007,CUST-2407,OFF002,Legal Security Creation and Registration,completed,2025-01-09T11:20:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,,Verified,No,B,Mortgage deed executed and registered at sub-registrar office. Original documents received and secured.
SPL-007,CUST-2407,OFF002,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-09T13:45:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,Active,Verified,No,B,NACH mandate registered with salary account. Mandate amount 15000 (with buffer). Status Active.
SPL-007,CUST-2407,OFF002,Final Pre-Disbursement Quality Check,completed,2025-01-09T15:10:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,Active,Verified,No,B,Pre-disbursement QC checklist completed. All conditions verified. Cleared for disbursement.
SPL-007,CUST-2407,OFF002,Loan Disbursement,completed,2025-01-10T09:35:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,Active,Verified,No,B,Loan amount 620000 disbursed to customer account via RTGS. Confirmation received.
SPL-007,CUST-2407,OFF002,Post-Disbursement Documentation,completed,2025-01-10T11:20:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,Active,Verified,No,B,Loan agreement copy, repayment schedule, and welcome letter sent to customer via email and courier.
SPL-007,CUST-2407,OFF002,Post-Disbursement Quality Audit,completed,2025-01-10T16:15:00,620000,800000,Property,Secured Personal Loan - Salaried,Regular,742,41,32,Salaried,60,77.5,Active,Verified,No,B,Post-disbursement quality audit completed within 48 hours. All documentation in order. Case compliant.
SPL-008,CUST-2408,OFF005,Application Received and Registration,completed,2025-01-07T10:40:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,,,B,Small gold loan application. Customer needs quick disbursal for personal requirement.
SPL-008,CUST-2408,OFF005,Initial Screening and Data Capture,completed,2025-01-07T11:05:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,,,B,Basic screening done. Small ticket loan for young customer. Gold collateral to be verified.
SPL-008,CUST-2408,OFF005,Customer KYC and AML Verification,completed,2025-01-07T11:48:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,KYC documents verified. Aadhaar and PAN checked. No AML concerns for this small amount.
SPL-008,CUST-2408,OFF005,Document Collection and Verification,completed,2025-01-07T13:15:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Salary slips and bank statements collected. Income documents adequate for small loan amount.
SPL-008,CUST-2408,OFF005,Credit Bureau Check,completed,2025-01-07T14:20:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Credit score 688. Borderline but acceptable given gold collateral and small amount.
SPL-008,CUST-2408,OFF005,Collateral Valuation and Verification,completed,2025-01-07T15:35:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Gold verification done. 140 grams of 22 carat gold. Current market value 140000.
SPL-008,CUST-2408,OFF005,Income and Employment Verification,completed,2025-01-07T16:20:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Employment verified. Monthly income 38000. EMI affordable at 4480 per month.
SPL-008,CUST-2408,OFF005,Credit Risk Assessment and Scoring,completed,2025-01-08T09:25:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Risk Grade B. Small loan with adequate gold security mitigates any credit concerns.
SPL-008,CUST-2408,OFF005,Loan Structuring and Pricing,completed,2025-01-08T10:15:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Loan for 24 months. Interest rate 13.0%. Monthly EMI 4480.
SPL-008,CUST-2408,OFF005,Credit Approval (Level 1 - Branch Manager),approved,2025-01-08T10:50:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Branch Manager approved. Small ticket loan well within limits.
SPL-008,CUST-2408,OFF005,Legal Security Creation and Registration,completed,2025-01-08T11:35:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,,Verified,No,B,Gold taken into physical custody and stored securely. Insurance obtained.
SPL-008,CUST-2408,OFF005,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-08T13:10:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,Active,Verified,No,B,Mandate set up successfully on salary account. Amount 5000. Status Active.
SPL-008,CUST-2408,OFF005,Final Pre-Disbursement Quality Check,completed,2025-01-08T14:25:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,Active,Verified,No,B,QC done. Everything in order for disbursement.
SPL-008,CUST-2408,OFF005,Loan Disbursement,completed,2025-01-08T15:40:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,Active,Verified,No,B,Amount 95000 disbursed to customer account.
SPL-008,CUST-2408,OFF005,Post-Disbursement Documentation,completed,2025-01-09T10:15:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,Active,Verified,No,B,Documentation completed and provided to customer.
SPL-008,CUST-2408,OFF005,Post-Disbursement Quality Audit,completed,2025-01-09T14:50:00,95000,140000,Gold,Secured Personal Loan - Gold Backed,Regular,688,35,29,Salaried,24,67.9,Active,Verified,No,B,QA completed within timeframe. Small loan processed correctly. Compliant case.
SPL-009,CUST-2409,OFF001,Application Received and Registration,completed,2025-01-07T11:15:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,,,A,Priority customer application. Existing banking relationship. Seeks property backed loan for personal use.
SPL-009,CUST-2409,OFF001,Initial Screening and Data Capture,completed,2025-01-07T11:52:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,,,A,Priority customer screening. Strong profile with high credit score. Loan amount requires Regional Manager approval.
SPL-009,CUST-2409,OFF001,Customer KYC and AML Verification,completed,2025-01-07T13:20:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,KYC verified. Customer already in system with updated KYC. Refreshed AML screening - all clear.
SPL-009,CUST-2409,OFF001,Document Collection and Verification,completed,2025-01-07T14:48:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Complete documentation collected. Senior executive in MNC. Salary slips show monthly income 175000. Bank statements confirm regular salary credits.
SPL-009,CUST-2409,OFF001,Credit Bureau Check,completed,2025-01-07T15:35:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Excellent credit score 770. No negative history. Existing home loan being serviced regularly.
SPL-009,CUST-2409,OFF001,Income and Employment Verification,completed,2025-01-08T09:40:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Employment verified. Senior position in established MNC. 12 years work experience, 6 years with current employer.
SPL-009,CUST-2409,OFF001,Collateral Valuation and Verification,completed,2025-01-08T11:25:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Residential property valuation done. Located in prime area. Market value 1600000. LTV 78.1% acceptable.
SPL-009,CUST-2409,OFF001,Credit Risk Assessment and Scoring,completed,2025-01-08T13:45:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Risk Grade A. Excellent profile on all parameters. Low risk case suitable for favorable terms.
SPL-009,CUST-2409,OFF001,Loan Structuring and Pricing,completed,2025-01-08T14:35:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Structured for 72 months. Preferential rate 10.9% for priority customer. EMI 22400.
SPL-009,CUST-2409,OFF001,Credit Approval (Level 2 - Regional Credit Manager),approved,2025-01-08T15:55:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Regional Credit Manager approved. Loan amount 1.25M requires this level per SOP. All conditions met.
SPL-009,CUST-2409,OFF001,Legal Security Creation and Registration,completed,2025-01-09T11:40:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,,Verified,No,A,Mortgage registration completed. Property documents secured. Insurance obtained with bank as beneficiary.
SPL-009,CUST-2409,OFF001,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-09T13:25:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,Active,Verified,No,A,NACH mandate on salary account. Mandate 24500 registered. Status Active confirmed.
SPL-009,CUST-2409,OFF001,Final Pre-Disbursement Quality Check,completed,2025-01-09T14:50:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,Active,Verified,No,A,Pre-disbursement checklist completed. Regional Manager approval obtained. All mandatory conditions met.
SPL-009,CUST-2409,OFF001,Loan Disbursement,completed,2025-01-09T16:10:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,Active,Verified,No,A,Amount 1250000 disbursed via RTGS. Priority customer service maintained throughout.
SPL-009,CUST-2409,OFF001,Post-Disbursement Documentation,completed,2025-01-10T10:30:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,Active,Verified,No,A,Complete documentation package sent to customer. Thank you letter from relationship manager.
SPL-009,CUST-2409,OFF001,Post-Disbursement Quality Audit,completed,2025-01-10T15:20:00,1250000,1600000,Property,Secured Personal Loan - Salaried,Priority,770,36,40,Salaried,72,78.1,Active,Verified,No,A,Post-disbursement audit completed. Fully compliant case. Exemplary processing for priority customer.
SPL-010,CUST-2410,OFF004,Application Received and Registration,completed,2025-01-07T13:25:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,,,C,Self-employed application. High risk indicators: low credit score, high EMI ratio, high LTV.
SPL-010,CUST-2410,OFF004,Initial Screening and Data Capture,completed,2025-01-07T13:48:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,,,C,Application processed. Customer profile shows risk factors requiring enhanced approval.
SPL-010,CUST-2410,OFF004,Credit Bureau Check,completed,2025-01-07T14:15:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,DEVIATION: Credit check done before KYC verification. Sequence violation per mandatory workflow. Credit score 658 in high risk range.
SPL-010,CUST-2410,OFF004,Customer KYC and AML Verification,completed,2025-01-07T15:02:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,KYC verification completed after credit check. Should be done first per SOP Section 2.1 mandatory sequence.
SPL-010,CUST-2410,OFF004,Document Collection and Verification,completed,2025-01-08T09:35:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Self-employed documents: ITR shows declining income trend over 2 years. Business bank statements show irregular cash flows.
SPL-010,CUST-2410,OFF004,Income and Employment Verification,completed,2025-01-08T10:20:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Business income verification shows average monthly 140000 but with high variation. Business vintage 4 years.
SPL-010,CUST-2410,OFF004,Collateral Valuation and Verification,completed,2025-01-08T11:15:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Property valued at 2200000. LTV 82.7% exceeds 80% limit. Requires Credit Committee approval per SOP Section 8.1.
SPL-010,CUST-2410,OFF004,Credit Risk Assessment and Scoring,completed,2025-01-08T11:48:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Risk Grade C - Higher risk. Multiple risk factors: credit score 658, EMI to income 56%, high LTV 82.7%. Should require enhanced approval.
SPL-010,CUST-2410,OFF004,Loan Structuring and Pricing,completed,2025-01-08T12:18:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Structured for 60 months. Higher interest rate 14.2% applied for Risk Grade C. EMI 42800.
SPL-010,CUST-2410,OFF004,Credit Approval (Level 2 - Regional Credit Manager),approved,2025-01-08T13:05:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,CRITICAL DEVIATION: Regional Manager approved but insufficient. SOP Section 8.1 states LTV above 80% requires Credit Committee approval. Credit score 650-699 with high LTV requires Committee approval.
SPL-010,CUST-2410,OFF004,Legal Security Creation and Registration,completed,2025-01-09T10:30:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,,Verified,No,C,Legal documentation done. Mortgage registered despite approval authority deviation.
SPL-010,CUST-2410,OFF004,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-09T11:45:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,Active,Verified,No,C,Mandate setup on business account. Status Active.
SPL-010,CUST-2410,OFF004,Final Pre-Disbursement Quality Check,completed,2025-01-09T13:10:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,Active,Verified,No,C,QC cleared despite insufficient approval authority. Quality check failed to catch Committee approval requirement.
SPL-010,CUST-2410,OFF004,Loan Disbursement,completed,2025-01-09T14:35:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,Active,Verified,No,C,High risk loan 1820000 disbursed without proper approval authority. Multiple policy violations present.
SPL-010,CUST-2410,OFF004,Post-Disbursement Documentation,completed,2025-01-09T16:20:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,Active,Verified,No,C,Documentation completed.
SPL-010,CUST-2410,OFF004,Post-Disbursement Quality Audit,completed,2025-01-10T14:45:00,1820000,2200000,Property,Secured Personal Loan - Self-Employed,Regular,658,56,48,Self-Employed,60,82.7,Active,Verified,No,C,QA identified multiple deviations post-disbursement: sequence violation, insufficient approval authority, high risk parameters without proper oversight.
SPL-011,CUST-2411,OFF002,Application Received and Registration,completed,2025-01-07T14:20:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,,,B,Regular loan application from salaried customer. Property backed loan request.
SPL-011,CUST-2411,OFF002,Initial Screening and Data Capture,completed,2025-01-07T14:55:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,,,B,Screening completed. Customer profile appears standard with no red flags.
SPL-011,CUST-2411,OFF002,Customer KYC and AML Verification,completed,2025-01-07T15:42:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,KYC documents verified successfully. AML checks completed with no adverse findings.
SPL-011,CUST-2411,OFF002,Document Collection and Verification,completed,2025-01-08T09:25:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,All required salary and property documents collected and verified as authentic.
SPL-011,CUST-2411,OFF002,Credit Bureau Check,completed,2025-01-08T10:18:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Credit score 725 obtained. Clean repayment history. Current obligations manageable.
SPL-011,CUST-2411,OFF002,Income and Employment Verification,completed,2025-01-08T11:35:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Employment and income verified. Monthly salary 78000. Stable job for 5 years.
SPL-011,CUST-2411,OFF002,Collateral Valuation and Verification,completed,2025-01-08T13:50:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Property valuation completed. Market value 680000. LTV 76.5% within acceptable range.
SPL-011,CUST-2411,OFF002,Credit Risk Assessment and Scoring,completed,2025-01-08T14:45:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Risk assessment shows Grade B. Standard medium risk profile suitable for approval.
SPL-011,CUST-2411,OFF002,Loan Structuring and Pricing,completed,2025-01-08T15:25:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Loan structured: 60 months, 11.7% interest, EMI 11600 per month.
SPL-011,CUST-2411,OFF002,Credit Approval (Level 1 - Branch Manager),approved,2025-01-08T16:10:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,,Verified,No,B,Branch Manager approved. All criteria met for approval within authority limits.
SPL-011,CUST-2411,OFF002,Loan Disbursement,completed,2025-01-08T16:45:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,CRITICAL DEVIATION: Loan disbursed same day as approval without Legal Security Creation and EMI Mandate Setup. Multiple mandatory pre-disbursement conditions violated per SOP Section 9.1. Same-day approval-disbursement also violates SOP Section 10.5.
SPL-011,CUST-2411,OFF002,Legal Security Creation and Registration,completed,2025-01-09T10:45:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,SEQUENCE VIOLATION: Legal security created after disbursement. SOP Section 9.1 requires security registration before disbursement.
SPL-011,CUST-2411,OFF002,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-09T11:58:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,SEQUENCE VIOLATION: Mandate setup after disbursement instead of before. Violates mandatory pre-disbursement condition per Section 9.2.
SPL-011,CUST-2411,OFF002,Final Pre-Disbursement Quality Check,completed,2025-01-09T13:20:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,SEQUENCE VIOLATION: QC performed after disbursement making it completely ineffective in catching violations.
SPL-011,CUST-2411,OFF002,Post-Disbursement Documentation,completed,2025-01-09T14:40:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,Documentation provided to customer post-disbursement.
SPL-011,CUST-2411,OFF002,Post-Disbursement Quality Audit,completed,2025-01-10T16:50:00,520000,680000,Property,Secured Personal Loan - Salaried,Regular,725,40,35,Salaried,60,76.5,Active,Verified,No,B,TEMPORAL DEVIATION: QA completed 56 hours after disbursement exceeding 48-hour SLA per Section 9.6. Multiple critical sequence violations identified.
SPL-012,CUST-2412,OFF005,Application Received and Registration,completed,2025-01-07T15:30:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,,,B,Small to medium loan application. Young professional seeking property backed loan.
SPL-012,CUST-2412,OFF005,Initial Screening and Data Capture,completed,2025-01-07T16:05:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,,,B,Basic eligibility check passed. Customer meets minimum requirements.
SPL-012,CUST-2412,OFF005,Customer KYC and AML Verification,completed,2025-01-08T09:40:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,eKYC completed successfully. No AML red flags identified.
SPL-012,CUST-2412,OFF005,Document Collection and Verification,completed,2025-01-08T10:55:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Documents collected: salary proofs, bank statements, property papers all verified authentic.
SPL-012,CUST-2412,OFF005,Credit Bureau Check,completed,2025-01-08T11:40:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Credit bureau report shows score 705. Acceptable credit history with no adverse remarks.
SPL-012,CUST-2412,OFF005,Income and Employment Verification,completed,2025-01-08T13:25:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Income verification completed. Monthly salary 58000. Employment tenure 2.5 years.
SPL-012,CUST-2412,OFF005,Collateral Valuation and Verification,completed,2025-01-08T14:50:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Property valuation shows market value 380000. LTV 75% at upper acceptable limit.
SPL-012,CUST-2412,OFF005,Credit Risk Assessment and Scoring,completed,2025-01-08T15:35:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Risk Grade B assigned. Standard medium risk profile acceptable for processing.
SPL-012,CUST-2412,OFF005,Loan Structuring and Pricing,completed,2025-01-08T16:15:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Structured for 48 months. Interest rate 12.0%. Monthly EMI 7520.
SPL-012,CUST-2412,OFF005,Credit Approval (Level 1 - Branch Manager),approved,2025-01-09T09:20:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Branch Manager approval obtained. Loan within authority limits. All conditions satisfied.
SPL-012,CUST-2412,OFF005,Legal Security Creation and Registration,completed,2025-01-09T11:40:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,,Verified,No,B,Mortgage registration completed properly. Property documents secured with bank.
SPL-012,CUST-2412,OFF005,EMI Mandate Setup (NACH/Standing Instruction),completed,2025-01-09T13:15:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,Active,Verified,No,B,NACH mandate registered successfully. Mandate amount 8300. Status Active confirmed.
SPL-012,CUST-2412,OFF005,Final Pre-Disbursement Quality Check,completed,2025-01-09T14:30:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,Active,Verified,No,B,Pre-disbursement checklist verified thoroughly. All mandatory conditions met for disbursal.
SPL-012,CUST-2412,OFF005,Loan Disbursement,completed,2025-01-09T15:45:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,Active,Verified,No,B,Loan amount 285000 disbursed to customer account via NEFT. Transaction confirmed.
SPL-012,CUST-2412,OFF005,Post-Disbursement Documentation,completed,2025-01-10T10:25:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,Active,Verified,No,B,All post-disbursement documents provided to customer including loan agreement and repayment schedule.
SPL-012,CUST-2412,OFF005,Post-Disbursement Quality Audit,completed,2025-01-10T14:20:00,285000,380000,Property,Secured Personal Loan - Salaried,Regular,705,37,31,Salaried,48,75.0,Active,Verified,No,B,Quality audit completed within 48-hour SLA. Case processed correctly with no deviations found. Fully compliant.
SPL-013,CUST-2413,OFF001,Application Received and Registration,completed,2025-01-08T09:10:00,340000,450000,Property,Secured Personal Loan - Salaried,Regular,748,38,33,Salaried,60,75.6,,,,B,Standard application from regular salaried customer with good credit profile.
SPL-013,CUST-2413,OFF001,Initial Screening and Data Capture,completed,2025-01-08T09:48:00,340000,450000,Property,Secured Personal Loan - Salaried,Regular,748,38,33,Salaried,60,75.6,,,,B,Initial screening passed without issues. Profile meets all basic criteria.
SPL-013,CUST-2413,OFF001,Customer KYC and AML Verification,completed,2025-01-08T10:35:00,340000,450000,Property,Secured Personal Loan - Salaried,Regular,748,38,33,Salaried,60,75.6,,Verified,No,B,KYC verification using Aadhaar and PAN completed. AML screening shows no concerns.
SPL-013,CUST-2413,OFF001,Document Collection and Verification,completed,2025-01-08T11:42:00,340000,450000,Property,Secured Personal Loan - Salaried,Regular,748,38,33,Salaried,60,75.6,,Verified,No,B,Complete documentation received and verified: income proofs, property documents all authentic.
